id;Word;Frequency;Reading;English;Heisig_numbers;Heisig_chapter;kana_tier;kind
495;当然;127.0;とうぜん;natural;[1236, 256];31;;vocab
496;以下;126.97;いか;not exceeding;[1105, 51];28;;vocab
497;責任;126.89;せきにん;duty;[1661, 1078];40;;vocab
498;六;126.67;ろく;Six;[6];1;;vocab
499;ゲーム;126.29;ゲーム;game;[];0;2;loanword
500;議論;126.23;ぎろん;argument;[692, 1961];48;;vocab
501;これら;126.04;これら;Determiner;[];0;3;vocab
502;以前;125.89;いぜん;ago;[1105, 309];28;;vocab
503;位;125.78;くらい;rank;[1028];27;;vocab
504;データ;125.74;データ;data;[];0;2;loanword
505;示す;125.06;しめす;show;[1167];30;;vocab
506;判断;124.69;はんだん;judgement;[1289, 1218];32;;vocab
507;例;124.62;れい;example;[1046];27;;vocab
508;専門;124.4;せんもん;speciality;[47, 1743];42;;vocab
509;家族;124.3;かぞく;family;[580, 1307];33;;vocab
510;しかも;123.87;しかも;Moreover,;[];0;3;vocab
511;初めて;123.71;はじめて;first time;[431];18;;vocab
512;勉強;123.55;べんきょう;study;[2129, 1321];53;;vocab
513;申し上げる;123.19;もうしあげる;I say;[1198, 50];30;;vocab
514;話す;123.18;はなす;talk;[368];15;;vocab
515;もつ;123.02;もつ;Offal;[];0;3;vocab
516;期待;122.97;きたい;expectation;[1902, 944];46;;vocab
517;難しい;122.69;むずかしい;difficult;[1703];40;;vocab
518;そこで;122.57;そこで;So;[];0;3;vocab
519;いま;122.48;いま;now;[];0;3;vocab
520;全く;122.4;まったく;absolutely;[281];12;;vocab
521;韓国;122.05;かんこく;South Korea;[1776, 624];42;;vocab
522;外;122.0;そと;outside;[116];7;;vocab
523;たくさん;122.0;たくさん;a lot;[];0;2;vocab
524;効果;121.97;こうか;effect;[1369, 1202];34;;vocab
525;検討;121.79;けんとう;consideration;[1803, 364];43;;vocab
526;各;121.62;かく;each;[311];13;;vocab
527;普通;121.33;ふつう;general;[1925, 1511];47;;vocab
528;組織;121.21;そしき;organization;[1914, 1432];47;;vocab
529;政策;121.06;せいさく;political measures;[407, 1019];26;;vocab
530;町;120.81;まち;town;[96];5;;vocab
531;行動;120.6;こうどう;action;[938, 1806];43;;vocab
532;年間;119.66;ねんかん;year;[1114, 1747];42;;vocab
533;こそ;119.45;こそ;Adverbial/Focus particle;[];0;3;vocab
534;置く;119.45;おく;put;[895];25;;vocab
535;率;119.39;りつ;rate;[1874];45;;vocab
536;当時;119.23;とうじ;at that time;[1236, 171];31;;vocab
537;学生;119.0;がくせい;student;[346, 1675];40;;vocab
538;飲む;118.9;のむ;drink;[1584];38;;vocab
539;海;118.29;うみ;sea;[500];18;;vocab
540;よく;117.84;よく;often;[];0;2;vocab
541;販売;117.61;はんばい;sales;[783, 345];23;;vocab
542;どんな;117.58;どんな;what kind;[];0;2;vocab
543;つつ;117.22;つつ;Conjunctive particle;[];0;;morpheme
544;購入;116.96;こうにゅう;purchase;[1958, 842];48;;vocab
545;科学;116.84;かがく;science;[1263, 346];31;;vocab
546;監督;116.41;かんとく;supervision;[1562, 776];38;;vocab
547;意識;116.37;いしき;consciousness;[654, 521];22;;vocab
548;認める;115.67;みとめる;admit;[643];22;;vocab
549;欲しい;115.65;ほしい;want;[855];24;;vocab
550;九;115.08;きゅう;nine;[9];1;;vocab
551;わ;115.05;わ;Sentence ending particle;[];0;3;vocab
552;通り;114.99;とおり;street;[1511];37;;vocab
553;とも;114.83;とも;friend;[];0;3;vocab
554;立つ;114.49;たつ;stand;[462];18;;vocab
555;生産;114.26;せいさん;production;[1675, 1681];40;;vocab
556;表現;113.89;ひょうげん;expression;[1666, 275];40;;vocab
557;戦争;113.8;せんそう;war;[2079, 1238];53;;vocab
558;ねる;113.73;ねる;Sleep;[];0;3;vocab
559;参考;113.68;さんこう;reference;[1856, 1341];45;;vocab
560;始まる;113.58;はじまる;begins;[809];23;;vocab
561;ひとつ;113.4;ひとつ;one;[];0;3;vocab
562;その他;113.14;そのた;others;[1034];27;;vocab
563;決定;112.98;けってい;decision;[1770, 408];42;;vocab
564;まあ;112.76;まあ;oh dear;[];0;3;vocab
565;ぐらい;112.73;ぐらい;Adverbial/Focus particle;[];0;1;vocab
566;曲;112.56;きょく;song;[1256];31;;vocab
567;同;112.49;どう;same;[192];9;;vocab
568;ク;112.39;ク;nine;[];0;;morpheme
569;やっぱり;112.26;やっぱり;on second thoughts;[];0;2;vocab
570;法律;112.23;ほうりつ;law;[813, 939];25;;vocab
571;機関;111.96;きかん;engine;[1482, 2173];55;;vocab
572;開く;110.75;ひらく;open;[1750];42;;vocab
573;ビジネス;110.53;ビジネス;business;[];0;2;loanword
574;さて;110.19;さて;Now;[];0;3;vocab
575;対象;110.03;たいしょう;target;[1862, 2130];53;;vocab
576;チーム;109.98;チーム;team;[];0;2;loanword
577;現実;109.68;げんじつ;reality;[275, 1694];40;;vocab
578;進む;109.52;すすむ;move on;[603];21;;vocab
579;対策;109.51;たいさく;measure;[1862, 1019];45;;vocab
580;作業;109.11;さぎょう;work;[1224, 1931];47;;vocab
581;すごい;108.78;すごい;amazing;[];0;2;vocab
582;価値;108.72;かち;value;[1729, 1052];41;;vocab
583;テーマ;108.57;テーマ;theme;[];0;2;loanword
584;十分;108.55;じゅうふん;plenty;[10, 844];24;;vocab
585;含む;108.48;ふくむ;include;[1712];41;;vocab
586;一部;108.47;いちぶ;one part;[1, 1988];49;;vocab
587;語;108.25;かたり;word;[371];15;;vocab
588;決める;108.22;きめる;decide;[1770];42;;vocab
589;姿;108.12;すがた;figure;[513];18;;vocab
590;新聞;108.08;しんぶん;newspaper;[1619, 1754];42;;vocab
591;一方;108.04;いっぽう;on the other hand;[1, 529];19;;vocab
592;風;107.87;かぜ;wind;[563];21;;vocab
593;八;107.79;はち;eight;[8];1;;vocab
594;際;107.52;さい;edge;[1392];35;;vocab
595;考え;107.31;かんがえ;thought;[1341];34;;vocab
596;ラ;107.11;ラ;La;[];0;;morpheme
597;残る;107.1;のこる;remain;[871];25;;vocab
598;論;107.07;ろん;theory;[1961];48;;vocab
599;のみ;106.84;のみ;only;[];0;3;vocab
600;全て;106.71;すべて;all;[281];12;;vocab
601;及び;106.52;および;and;[743];23;;vocab
602;大臣;106.51;だいじん;cabinet minister;[112, 911];25;;vocab
603;神;106.48;かみ;God;[1200];30;;vocab
604;国家;106.22;こっか;state;[624, 580];22;;vocab
605;件;105.95;けん;subject;[1032];27;;vocab
606;語る;105.94;かたる;speak;[371];15;;vocab
607;毎日;105.86;まいにち;every day;[497, 12];18;;vocab
608;俺;105.82;おれ;I/me (male, very casual);[1091];27;;vocab
609;試合;105.8;しあい;match;[378, 269];16;;vocab
610;もし;105.68;もし;if;[];0;2;vocab
611;七;105.26;なな;seven;[7];1;;vocab
612;ま;105.25;ま;Ma;[];0;;morpheme
613;会議;105.21;かいぎ;meeting;[814, 692];23;;vocab
614;いつ;105.07;いつ;when;[];0;1;vocab
615;指摘;105.02;してき;pointing out;[711, 709];23;;vocab
616;言える;104.86;いえる;can say;[357];15;;vocab
617;歩く;104.76;あるく;walk;[397];17;;vocab
618;製品;104.72;せいひん;manufactured goods;[448, 23];18;;vocab
619;変化;104.69;へんか;change;[1882, 1083];45;;vocab
620;結局;104.49;けっきょく;after all;[1451, 1147];36;;vocab
621;消費;104.46;しょうひ;consumption;[155, 1326];33;;vocab
622;保険;104.3;ほけん;insurance;[1072, 1802];43;;vocab
623;り;103.99;り;the law of nature;[];0;;morpheme
624;具体;103.88;ぐたい;concrete;[78, 1030];27;;vocab
625;あげる;103.75;あげる;give;[];0;2;vocab
626;人生;103.74;じんせい;life;[1023, 1675];40;;vocab
627;量;103.7;りょう;amount;[189];9;;vocab
628;米国;103.41;べいこく;US;[987, 624];26;;vocab
629;表示;103.2;ひょうじ;indication;[1666, 1167];40;;vocab
630;変える;102.9;かえる;change;[1882];45;;vocab
631;精神;102.84;せいしん;mind;[1655, 1200];40;;vocab
632;街;102.78;まち;city;[955];25;;vocab
633;過去;102.65;かこ;the past;[1389, 812];34;;vocab
634;レベル;102.53;レベル;level;[];0;2;loanword
635;我々;102.52;われわれ;we;[690];23;;vocab
636;インターネット;102.04;インターネット;internet;[];0;2;loanword
637;能力;101.83;のうりょく;ability;[2160, 922];54;;vocab
638;選ぶ;101.8;えらぶ;choose;[1944];47;;vocab
639;指導;101.67;しどう;leadership;[711, 296];23;;vocab
640;更新;101.22;こうしん;renewal;[749, 1619];39;;vocab
641;公開;100.92;こうかい;opening to the public;[847, 1750];42;;vocab
642;日本語;100.65;にほんご;Japanese;[12, 224, 371];15;;vocab
643;皆さん;100.63;みなさん;everyone;[484];18;;vocab
644;働く;100.02;はたらく;work;[1809];43;;vocab
645;屋;100.0;や;shop;[1138];29;;vocab
646;ほか;99.95;ほか;others;[];0;2;vocab
647;女;99.66;おんな;woman;[102];6;;vocab
648;昔;99.49;むかし;long ago;[1268];32;;vocab
649;担当;99.37;たんとう;being in charge;[721, 1236];31;;vocab
650;費;99.3;ひ;expense;[1326];33;;vocab
651;わたし;99.25;わたし;I;[];0;1;vocab
652;送る;99.17;おくる;send;[2172];55;;vocab
653;明日;99.11;あした;tomorrow;[20, 12];2;;vocab
654;旅行;99.09;りょこう;travel;[1127, 938];29;;vocab
655;夢;99.05;ゆめ;dream;[327];14;;vocab
656;それから;98.94;それから;after that;[];0;1;vocab
657;明らか;98.8;あきらか;clear;[20];2;;vocab
658;乗る;98.74;のる;get on;[1709];40;;vocab
659;つくる;98.43;つくる;Create;[];0;3;vocab
660;木;97.71;き;tree;[207];10;;vocab
661;機;97.6;き;machine;[1482];36;;vocab
662;大切;97.58;たいせつ;important;[112, 89];7;;vocab
663;忘れる;97.55;わすれる;forget;[640];22;;vocab
664;局;97.53;つぼね;Bureau;[1147];29;;vocab
665;行政;97.42;ぎょうせい;administration;[938, 407];25;;vocab
666;安全;97.4;あんぜん;safety;[202, 281];12;;vocab
667;外国;97.31;がいこく;foreign country;[116, 624];22;;vocab
668;増える;97.27;ふえる;increase;[541];19;;vocab
669;お金;96.97;おかね;money;[287];12;;vocab
670;資料;96.71;しりょう;materials;[512, 1262];31;;vocab
671;部屋;96.57;へや;room;[1988, 1138];49;;vocab
672;行為;96.4;こうい;act;[938, 2067];52;;vocab
673;あ;96.35;あ;a;[];0;3;vocab
674;平成;96.31;へいせい;Heisei;[1596, 386];39;;vocab
675;いや;96.1;いや;no;[];0;3;vocab
676;なん;96.04;なん;what;[];0;1;vocab
677;楽しむ;96.02;たのしむ;enjoy;[1872];45;;vocab
678;色;95.97;いろ;color;[1890];45;;vocab
679;待つ;95.82;まつ;wait;[944];25;;vocab
680;登録;95.74;とうろく;registration;[1838, 1226];44;;vocab
681;ドイツ;95.66;ドイツ;Germany;[];0;2;loanword
682;うまい;95.61;うまい;good;[];0;3;vocab
683;設定;95.5;せってい;establishment;[765, 408];23;;vocab
684;どういう;95.28;どういう;What;[];0;3;vocab
685;述べる;95.27;のべる;state;[1643];39;;vocab
686;成功;95.19;せいこう;success;[386, 927];25;;vocab
687;努力;95.03;どりょく;great effort;[929, 922];25;;vocab
688;戦;94.95;せん;War;[2079];53;;vocab
689;団体;94.7;だんたい;organization;[625, 1030];27;;vocab
690;につきまして;94.63;につきまして;Regarding;[];0;3;vocab
691;支援;94.58;しえん;support;[768, 2101];53;;vocab
692;最も;94.53;もっとも;most;[884];25;;vocab
693;自己;94.49;じこ;self;[36, 564];21;;vocab
694;全;94.46;ちょん;all;[281];12;;vocab
695;年度;94.45;ねんど;fiscal year;[1114, 1278];32;;vocab
696;運動;94.44;うんどう;exercise;[325, 1806];43;;vocab
697;構造;94.27;こうぞう;structure;[1959, 299];48;;vocab
698;特別;94.26;とくべつ;special;[261, 94];11;;vocab
699;ド;94.21;ド;Do;[];0;;morpheme
700;解決;94.0;かいけつ;settlement;[1955, 1770];48;;vocab
701;完全;93.78;かんぜん;perfection;[199, 281];12;;vocab
702;品;93.59;しな;Product;[23];2;;vocab
703;訳;93.53;わけ;reason;[1154];29;;vocab
704;向かう;93.33;むかう;Heading;[195];9;;vocab
705;男性;93.13;だんせい;man;[923, 1679];40;;vocab
706;結構;93.1;けっこう;splendid;[1451, 1959];48;;vocab
707;産業;93.06;さんぎょう;industry;[1681, 1931];47;;vocab
708;軍;92.87;ぐん;army;[323];14;;vocab
709;主;92.77;あるじ;main;[284];12;;vocab
710;に関して;92.33;にかんして;Regarding;[2173];55;;vocab
711;人気;92.25;にんき;popularity;[1023, 2030];51;;vocab
712;お話;92.23;おはなし;Story;[368];15;;vocab
713;駅;92.05;えき;station;[2138];54;;vocab
714;描く;92.04;えがく;draw;[723];23;;vocab
715;近く;92.02;ちかく;near;[1210];31;;vocab
716;最終;91.96;さいしゅう;last;[884, 1452];36;;vocab
717;ドル;91.37;ドル;Dollar;[];0;2;loanword
718;過ぎる;91.35;よぎる;too much;[1389];34;;vocab
719;保護;91.33;ほご;care;[1072, 756];27;;vocab
720;上げる;91.28;あげる;increase;[50];3;;vocab
721;再;91.26;さい;Re;[1956];48;;vocab
722;グループ;91.15;グループ;group;[];0;2;loanword
723;生;91.11;なま;raw;[1675];40;;vocab
724;ポイント;91.09;ポイント;point;[];0;2;loanword
725;ども;90.88;ども;Hello;[];0;;morpheme
726;センター;90.86;センター;Center;[];0;2;loanword
727;開催;90.86;かいさい;holding a meeting;[1750, 1062];42;;vocab
728;方向;90.84;ほうこう;direction;[529, 195];19;;vocab
729;改革;90.83;かいかく;reform;[567, 2041];51;;vocab
730;検索;90.8;けんさく;looking up;[1803, 1465];43;;vocab
731;走る;90.77;はしる;run;[410];17;;vocab
732;生まれる;90.75;うまれる;be born;[1675];40;;vocab
733;起こる;90.59;おこる;happen;[565];21;;vocab
734;健康;89.95;けんこう;health;[1048, 1243];31;;vocab
735;障害;89.89;しょうがい;obstacle;[1393, 1671];40;;vocab
736;起きる;89.84;おきる;get up;[565];21;;vocab
737;協力;89.43;きょうりょく;cooperation;[937, 922];25;;vocab
738;時期;89.37;じき;season;[171, 1902];46;;vocab
739;料理;89.33;りょうり;cooking;[1262, 283];31;;vocab
740;考え方;89.08;かんがえかた;way of thinking;[1341, 529];34;;vocab
741;医療;89.05;いりょう;medical care;[1829, 1845];44;;vocab
742;頂く;89.04;いただく;receive;[98];5;;vocab
743;金融;88.94;きんゆう;financing;[287, 1123];28;;vocab
744;売る;88.89;うる;sell;[345];14;;vocab
745;試験;88.88;しけん;examination;[378, 2134];54;;vocab
746;により;88.86;により;By;[];0;3;vocab
747;進める;88.83;すすめる;Proceed;[603];21;;vocab
748;死ぬ;88.79;しぬ;to die;[878];25;;vocab
749;フランス;88.69;フランス;France;[];0;2;loanword
750;近い;88.61;ちかい;close;[1210];31;;vocab
751;立場;88.5;たちば;standpoint;[462, 584];21;;vocab
752;契約;88.48;けいやく;contract;[1669, 1462];40;;vocab
753;すでに;88.16;すでに;already;[];0;2;vocab
754;条件;87.88;じょうけん;condition;[319, 1032];27;;vocab
755;放送;87.84;ほうそう;broadcast;[535, 2172];55;;vocab
756;全国;87.64;ぜんこく;countrywide;[281, 624];22;;vocab
757;違い;87.58;ちがい;difference;[1773];42;;vocab
758;室;87.35;しつ;room;[816];23;;vocab
759;なあ;87.24;なあ;Hey;[];0;;morpheme
760;枚;87.22;まい;pieces;[354];15;;vocab
761;ずっと;87.12;ずっと;forever;[];0;2;vocab
762;作成;87.1;さくせい;drawing up;[1224, 386];31;;vocab
763;足;87.07;あし;feet;[1372];34;;vocab
764;学ぶ;87.0;まなぶ;learn;[346];15;;vocab
765;成長;86.87;せいちょう;growth;[386, 2070];52;;vocab
766;施設;86.85;しせつ;institution;[1124, 765];29;;vocab
767;リ;86.81;リ;R;[];0;;morpheme
768;登場;86.54;とうじょう;entry;[1838, 584];44;;vocab
769;知識;86.51;ちしき;knowledge;[1308, 521];33;;vocab
770;携帯;86.49;けいたい;something carried;[742, 444];23;;vocab
771;実現;86.39;じつげん;implementation;[1694, 275];40;;vocab
772;友人;86.35;ゆうじん;friend;[760, 1023];27;;vocab
773;海外;85.98;かいがい;foreign;[500, 116];18;;vocab
774;原因;85.86;げんいん;cause;[142, 626];22;;vocab
775;実施;85.82;じっし;enforcement;[1694, 1124];40;;vocab
776;昨年;85.76;さくねん;last year;[1222, 1114];31;;vocab
777;探す;85.44;さがす;search;[1425];35;;vocab
778;病院;85.26;びょういん;hospital;[1813, 1401];44;;vocab
779;代;85.22;だい;teenager;[1080];27;;vocab
780;認識;85.09;にんしき;recognition;[643, 521];22;;vocab
781;夏;85.06;なつ;summer;[317];13;;vocab
782;および;84.99;および;and;[];0;3;vocab
783;イメージ;84.73;イメージ;image;[];0;2;loanword
784;段階;84.72;だんかい;grade;[2003, 1406];50;;vocab
785;発生;84.7;はっせい;outbreak;[1840, 1675];44;;vocab
786;反対;84.58;はんたい;opposition;[779, 1862];45;;vocab
787;会う;84.49;あう;to meet;[814];23;;vocab
788;期間;84.45;きかん;period;[1902, 1747];46;;vocab
789;区;84.37;く;Ward;[1831];44;;vocab
790;トップ;84.3;トップ;top;[];0;2;loanword
791;条;84.15;じょう;article;[319];13;;vocab
792;若い;83.95;わかい;young;[237];10;;vocab
793;見せる;83.94;みせる;show;[61];4;;vocab
794;午後;83.88;ごご;afternoon;[610, 1479];36;;vocab
795;税;83.59;ぜい;tax;[961];26;;vocab
796;主張;83.5;しゅちょう;claim;[284, 2071];52;;vocab
797;変更;83.31;へんこう;change;[1882, 749];45;;vocab
798;サッカー;83.26;サッカー;soccer;[];0;2;loanword
799;パソコン;83.22;パソコン;PC;[];0;2;loanword
800;限り;83.2;かぎり;as long as;[1576];38;;vocab
801;高;83.13;こう;high;[329];14;;vocab
802;番組;83.06;ばんぐみ;program;[2058, 1914];52;;vocab
803;今度;83.01;こんど;now;[1711, 1278];41;;vocab
804;ホームページ;83.0;ホームページ;Home page;[];0;2;loanword
805;準備;82.4;じゅんび;preparation;[606, 1267];32;;vocab
806;処理;82.35;しょり;processing;[318, 283];13;;vocab
807;口;82.23;くち;mouth;[11];1;;vocab
808;式;82.13;しき;formula;[377];16;;vocab
809;または;82.1;または;or;[];0;3;vocab
810;だって;82.05;だって;Adverbial/Focus particle;[];0;2;vocab
811;絶対;81.99;ぜったい;absolutely;[1891, 1862];45;;vocab
812;伝える;81.85;つたえる;tell;[1036];27;;vocab
813;結婚;81.79;けっこん;marriage;[1451, 1972];49;;vocab
814;社長;81.76;しゃちょう;company president;[1173, 2070];52;;vocab
815;守る;81.72;まもる;protect;[198];9;;vocab
816;体験;81.71;たいけん;personal experience;[1030, 2134];54;;vocab
817;基準;81.68;きじゅん;standard;[1904, 606];46;;vocab
818;発言;81.62;はつげん;utterance;[1840, 357];44;;vocab
819;深い;81.56;ふかい;deep;[1426];35;;vocab
820;住む;81.44;すむ;live;[1027];27;;vocab
821;都市;81.43;とし;town;[1989, 440];49;;vocab
822;ぞ;81.36;ぞ;Sentence ending particle;[];0;3;vocab
823;親;81.29;おや;parent;[1621];39;;vocab
824;機会;81.22;きかい;chance;[1482, 814];36;;vocab
825;展開;81.19;てんかい;development;[2075, 1750];52;;vocab
826;ほしい;81.18;ほしい;I want;[];0;2;vocab
827;授業;81.07;じゅぎょう;lesson;[795, 1931];47;;vocab
828;デザイン;81.01;デザイン;design;[];0;2;loanword
829;火;80.85;ひ;fire;[173];8;;vocab
830;自体;80.66;じたい;itself;[36, 1030];27;;vocab
831;興味;80.51;きょうみ;interest;[1533, 233];37;;vocab
832;掲載;80.47;けいさい;publication;[726, 383];23;;vocab
833;含める;80.31;ふくめる;include;[1712];41;;vocab
834;編集;80.0;へんしゅう;editing;[1966, 601];48;;vocab
835;選択;79.53;せんたく;selection;[1944, 1155];47;;vocab
836;いわゆる;79.36;いわゆる;so-called;[];0;3;vocab
837;信じる;79.34;しんじる;believe;[1043];27;;vocab
